{'a_cols': 32, 'a_nonzero': 204, 'a_rows': 128, 'a_size': 4096, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'synth_mats/vary_col/q_16/r_128_c_32_p_0.05_uniq_16.txt', 'speedup_avg': 1.0501276143085094, 'speedup_best': 1.0495322909116012, 'xsmm_local_avg': 29.18135416666666, 'xsmm_local_best': 28.971, 'xsmm_upstream_avg': 30.644145833333344, 'xsmm_upstream_best': 30.406}
{'a_cols': 128, 'a_nonzero': 163, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.00994873046875, 'mat_file': 'synth_mats/vary_density/q_16/r_128_c_128_p_0.01_uniq_16.txt', 'speedup_avg': 0.9798561828872909, 'speedup_best': 0.9688710784422255, 'xsmm_local_avg': 45.55264583333332, 'xsmm_local_best': 45.167, 'xsmm_upstream_avg': 44.635041666666645, 'xsmm_upstream_best': 43.761}
{'a_cols': 128, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0999755859375, 'mat_file': 'synth_mats/vary_density/q_16/r_128_c_128_p_0.1_uniq_16.txt', 'speedup_avg': 1.2979946843622423, 'speedup_best': 1.2922584415254452, 'xsmm_local_avg': 78.965125, 'xsmm_local_best': 78.718, 'xsmm_upstream_avg': 102.4963125, 'xsmm_upstream_best': 101.724}
{'a_cols': 128, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.199951171875, 'mat_file': 'synth_mats/vary_density/q_16/r_128_c_128_p_0.2_uniq_16.txt', 'speedup_avg': 1.2880204944768332, 'speedup_best': 1.2951276844916633, 'xsmm_local_avg': 119.53627083333338, 'xsmm_local_best': 118.691, 'xsmm_upstream_avg': 153.9651666666667, 'xsmm_upstream_best': 153.72}
{'a_cols': 128, 'a_nonzero': 4915, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.29998779296875, 'mat_file': 'synth_mats/vary_density/q_16/r_128_c_128_p_0.3_uniq_16.txt', 'speedup_avg': 1.3853061019430593, 'speedup_best': 1.3882103396967111, 'xsmm_local_avg': 158.40787500000002, 'xsmm_local_best': 157.93499999999995, 'xsmm_upstream_avg': 219.4433958333334, 'xsmm_upstream_best': 219.247}
{'a_cols': 128, 'a_nonzero': 6553, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.39996337890625, 'mat_file': 'synth_mats/vary_density/q_16/r_128_c_128_p_0.4_uniq_16.txt', 'speedup_avg': 1.594131796762277, 'speedup_best': 1.602975167758942, 'xsmm_local_avg': 179.80872916666667, 'xsmm_local_best': 178.679, 'xsmm_upstream_avg': 286.6388125, 'xsmm_upstream_best': 286.418}
{'a_cols': 128, 'a_nonzero': 8192, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.5, 'mat_file': 'synth_mats/vary_density/q_16/r_128_c_128_p_0.5_uniq_16.txt', 'speedup_avg': 1.9550764341167135, 'speedup_best': 1.9682059934300207, 'xsmm_local_avg': 180.31460416666667, 'xsmm_local_best': 178.996, 'xsmm_upstream_avg': 352.52883333333335, 'xsmm_upstream_best': 352.301}
{'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'synth_mats/vary_density/q_16/r_128_c_128_p_0.05_uniq_16.txt', 'speedup_avg': 1.2202699583725685, 'speedup_best': 1.2208046804404757, 'xsmm_local_avg': 65.53170833333336, 'xsmm_local_best': 65.293, 'xsmm_upstream_avg': 79.96637499999999, 'xsmm_upstream_best': 79.71}
{'a_cols': 128, 'a_nonzero': 2457, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.14996337890625, 'mat_file': 'synth_mats/vary_density/q_16/r_128_c_128_p_0.15_uniq_16.txt', 'speedup_avg': 1.2299329906330299, 'speedup_best': 1.2372631706382033, 'xsmm_local_avg': 99.94560416666663, 'xsmm_local_best': 99.122, 'xsmm_upstream_avg': 122.9263958333333, 'xsmm_upstream_best': 122.64}
{'a_cols': 128, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.02496337890625, 'mat_file': 'synth_mats/vary_density/q_16/r_128_c_128_p_0.025_uniq_16.txt', 'speedup_avg': 0.9837787778327686, 'speedup_best': 0.9847685998828355, 'xsmm_local_avg': 67.01483333333333, 'xsmm_local_best': 66.573, 'xsmm_upstream_avg': 65.92777083333334, 'xsmm_upstream_best': 65.559}
{'a_cols': 128, 'a_nonzero': 4096, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'synth_mats/vary_density/q_16/r_128_c_128_p_0.25_uniq_16.txt', 'speedup_avg': 1.356009495752135, 'speedup_best': 1.3624478665383382, 'xsmm_local_avg': 138.01785416666667, 'xsmm_local_best': 137.148, 'xsmm_upstream_avg': 187.15352083333335, 'xsmm_upstream_best': 186.857}
{'a_cols': 128, 'a_nonzero': 1228, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.074951171875, 'mat_file': 'synth_mats/vary_density/q_16/r_128_c_128_p_0.075_uniq_16.txt', 'speedup_avg': 1.3322001815101934, 'speedup_best': 1.3309892371682177, 'xsmm_local_avg': 70.15216666666667, 'xsmm_local_best': 69.963, 'xsmm_upstream_avg': 93.45672916666668, 'xsmm_upstream_best': 93.12}
{'a_cols': 128, 'a_nonzero': 2048, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.125, 'mat_file': 'synth_mats/vary_density/q_16/r_128_c_128_p_0.125_uniq_16.txt', 'speedup_avg': 1.2197198974298247, 'speedup_best': 1.2180774908158623, 'xsmm_local_avg': 90.41777083333334, 'xsmm_local_best': 90.101, 'xsmm_upstream_avg': 110.28435416666673, 'xsmm_upstream_best': 109.75}
{'a_cols': 128, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0999755859375, 'mat_file': 'synth_mats/vary_density/q_64/r_128_c_128_p_0.1_uniq_64.txt', 'speedup_avg': 1.2602724525586555, 'speedup_best': 1.2554111465848816, 'xsmm_local_avg': 79.7937083333333, 'xsmm_local_best': 79.55799999999999, 'xsmm_upstream_avg': 100.56181249999999, 'xsmm_upstream_best': 99.878}
{'a_cols': 128, 'a_nonzero': 163, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.00994873046875, 'mat_file': 'synth_mats/vary_density/q_64/r_128_c_128_p_0.01_uniq_64.txt', 'speedup_avg': 1.0003717842756683, 'speedup_best': 0.9845158360767396, 'xsmm_local_avg': 44.71679166666667, 'xsmm_local_best': 44.045, 'xsmm_upstream_avg': 44.73341666666667, 'xsmm_upstream_best': 43.363}
{'a_cols': 128, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.199951171875, 'mat_file': 'synth_mats/vary_density/q_64/r_128_c_128_p_0.2_uniq_64.txt', 'speedup_avg': 1.2854427459538142, 'speedup_best': 1.296129125136552, 'xsmm_local_avg': 119.24939583333334, 'xsmm_local_best': 118.087, 'xsmm_upstream_avg': 153.28827083333334, 'xsmm_upstream_best': 153.05600000000004}
{'a_cols': 128, 'a_nonzero': 4915, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.29998779296875, 'mat_file': 'synth_mats/vary_density/q_64/r_128_c_128_p_0.3_uniq_64.txt', 'speedup_avg': 1.3853073259631286, 'speedup_best': 1.388139596906313, 'xsmm_local_avg': 157.9840625, 'xsmm_local_best': 157.482, 'xsmm_upstream_avg': 218.85647916666676, 'xsmm_upstream_best': 218.607}
{'a_cols': 128, 'a_nonzero': 6553, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.39996337890625, 'mat_file': 'synth_mats/vary_density/q_64/r_128_c_128_p_0.4_uniq_64.txt', 'speedup_avg': 1.5875550545801085, 'speedup_best': 1.5992151433786794, 'xsmm_local_avg': 180.57364583333333, 'xsmm_local_best': 179.141, 'xsmm_upstream_avg': 286.6706041666667, 'xsmm_upstream_best': 286.485}
{'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'synth_mats/vary_density/q_64/r_128_c_128_p_0.05_uniq_64.txt', 'speedup_avg': 1.2171246233049515, 'speedup_best': 1.216480892930461, 'xsmm_local_avg': 65.89658333333331, 'xsmm_local_best': 65.76099999999997, 'xsmm_upstream_avg': 80.20435416666665, 'xsmm_upstream_best': 79.997}
{'a_cols': 128, 'a_nonzero': 8192, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.5, 'mat_file': 'synth_mats/vary_density/q_64/r_128_c_128_p_0.5_uniq_64.txt', 'speedup_avg': 1.967416896956415, 'speedup_best': 1.9865747255840138, 'xsmm_local_avg': 179.5217291666667, 'xsmm_local_best': 177.64999999999998, 'xsmm_upstream_avg': 353.1940833333333, 'xsmm_upstream_best': 352.915}
{'a_cols': 128, 'a_nonzero': 2457, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.14996337890625, 'mat_file': 'synth_mats/vary_density/q_64/r_128_c_128_p_0.15_uniq_64.txt', 'speedup_avg': 1.2134256991954784, 'speedup_best': 1.2177018478856403, 'xsmm_local_avg': 101.0745, 'xsmm_local_best': 100.385, 'xsmm_upstream_avg': 122.64639583333337, 'xsmm_upstream_best': 122.239}
{'a_cols': 128, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.02496337890625, 'mat_file': 'synth_mats/vary_density/q_64/r_128_c_128_p_0.025_uniq_64.txt', 'speedup_avg': 1.0017210771525968, 'speedup_best': 1.0003861480955174, 'xsmm_local_avg': 64.99079166666667, 'xsmm_local_best': 64.742, 'xsmm_upstream_avg': 65.10264583333334, 'xsmm_upstream_best': 64.767}
{'a_cols': 128, 'a_nonzero': 4096, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'synth_mats/vary_density/q_64/r_128_c_128_p_0.25_uniq_64.txt', 'speedup_avg': 1.3503929878699734, 'speedup_best': 1.3561577318616331, 'xsmm_local_avg': 138.75004166666665, 'xsmm_local_best': 137.981, 'xsmm_upstream_avg': 187.36708333333328, 'xsmm_upstream_best': 187.124}
{'a_cols': 128, 'a_nonzero': 1228, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.074951171875, 'mat_file': 'synth_mats/vary_density/q_64/r_128_c_128_p_0.075_uniq_64.txt', 'speedup_avg': 1.3329781749750178, 'speedup_best': 1.3353037861530033, 'xsmm_local_avg': 69.5894583333333, 'xsmm_local_best': 69.358, 'xsmm_upstream_avg': 92.76122916666667, 'xsmm_upstream_best': 92.614}
{'a_cols': 128, 'a_nonzero': 2048, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.125, 'mat_file': 'synth_mats/vary_density/q_64/r_128_c_128_p_0.125_uniq_64.txt', 'speedup_avg': 1.2131191749391923, 'speedup_best': 1.2104480922803904, 'xsmm_local_avg': 90.61958333333332, 'xsmm_local_best': 90.16, 'xsmm_upstream_avg': 109.9323541666667, 'xsmm_upstream_best': 109.134}
{'a_cols': 128, 'a_nonzero': 204, 'a_rows': 32, 'a_size': 4096, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'synth_mats/vary_row/q_16/r_32_c_128_p_0.05_uniq_16.txt', 'speedup_avg': 0.9663989892378876, 'speedup_best': 0.9596459398537577, 'xsmm_local_avg': 36.60604166666666, 'xsmm_local_best': 36.378, 'xsmm_upstream_avg': 35.37604166666666, 'xsmm_upstream_best': 34.91}
{'a_cols': 128, 'a_nonzero': 409, 'a_rows': 64, 'a_size': 8192, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0499267578125, 'mat_file': 'synth_mats/vary_row/q_16/r_64_c_128_p_0.05_uniq_16.txt', 'speedup_avg': 0.9726569565713821, 'speedup_best': 0.9714723520175556, 'xsmm_local_avg': 53.09622916666668, 'xsmm_local_best': 52.861, 'xsmm_upstream_avg': 51.644416666666665, 'xsmm_upstream_best': 51.353}
{'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'synth_mats/vary_row/q_16/r_128_c_128_p_0.05_uniq_16.txt', 'speedup_avg': 1.2193722700334797, 'speedup_best': 1.2186522170495306, 'xsmm_local_avg': 65.77270833333336, 'xsmm_local_best': 65.515, 'xsmm_upstream_avg': 80.20141666666666, 'xsmm_upstream_best': 79.84}
{'a_cols': 128, 'a_nonzero': 1638, 'a_rows': 256, 'a_size': 32768, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'synth_mats/vary_row/q_16/r_256_c_128_p_0.05_uniq_16.txt', 'speedup_avg': 1.1990351841122455, 'speedup_best': 1.199364650605389, 'xsmm_local_avg': 105.39143749999995, 'xsmm_local_best': 105.139, 'xsmm_upstream_avg': 126.36804166666666, 'xsmm_upstream_best': 126.1}
{'a_cols': 128, 'a_nonzero': 3276, 'a_rows': 512, 'a_size': 65536, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'synth_mats/vary_row/q_16/r_512_c_128_p_0.05_uniq_16.txt', 'speedup_avg': 1.140429987694345, 'speedup_best': 1.139993620543874, 'xsmm_local_avg': 197.70720833333334, 'xsmm_local_best': 197.509, 'xsmm_upstream_avg': 225.47122916666663, 'xsmm_upstream_best': 225.159}
{'a_cols': 128, 'a_nonzero': 6553, 'a_rows': 1024, 'a_size': 131072, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04999542236328125, 'mat_file': 'synth_mats/vary_row/q_16/r_1024_c_128_p_0.05_uniq_16.txt', 'speedup_avg': 1.121254853561796, 'speedup_best': 1.121074751154772, 'xsmm_local_avg': 384.6026458333333, 'xsmm_local_best': 384.275, 'xsmm_upstream_avg': 431.2375833333335, 'xsmm_upstream_best': 430.801}
{'a_cols': 128, 'a_nonzero': 204, 'a_rows': 32, 'a_size': 4096, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'synth_mats/vary_row/q_64/r_32_c_128_p_0.05_uniq_64.txt', 'speedup_avg': 0.9720264498422311, 'speedup_best': 0.9698701883817193, 'xsmm_local_avg': 35.699645833333335, 'xsmm_local_best': 35.513, 'xsmm_upstream_avg': 34.701, 'xsmm_upstream_best': 34.443}
{'a_cols': 128, 'a_nonzero': 409, 'a_rows': 64, 'a_size': 8192, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0499267578125, 'mat_file': 'synth_mats/vary_row/q_64/r_64_c_128_p_0.05_uniq_64.txt', 'speedup_avg': 0.9841749746231464, 'speedup_best': 0.9793381456829473, 'xsmm_local_avg': 53.464895833333344, 'xsmm_local_best': 53.335, 'xsmm_upstream_avg': 52.61881250000001, 'xsmm_upstream_best': 52.233}
{'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'synth_mats/vary_row/q_64/r_128_c_128_p_0.05_uniq_64.txt', 'speedup_avg': 1.237591146125469, 'speedup_best': 1.236850621831127, 'xsmm_local_avg': 64.99979166666665, 'xsmm_local_best': 64.889, 'xsmm_upstream_avg': 80.44316666666668, 'xsmm_upstream_best': 80.258}
{'a_cols': 128, 'a_nonzero': 1638, 'a_rows': 256, 'a_size': 32768, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'synth_mats/vary_row/q_64/r_256_c_128_p_0.05_uniq_64.txt', 'speedup_avg': 1.2052417460313039, 'speedup_best': 1.20555917148436, 'xsmm_local_avg': 104.73370833333333, 'xsmm_local_best': 104.476, 'xsmm_upstream_avg': 126.22943749999997, 'xsmm_upstream_best': 125.952}
{'a_cols': 128, 'a_nonzero': 3276, 'a_rows': 512, 'a_size': 65536, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'synth_mats/vary_row/q_64/r_512_c_128_p_0.05_uniq_64.txt', 'speedup_avg': 1.140970821244038, 'speedup_best': 1.1404173706561942, 'xsmm_local_avg': 197.25181250000003, 'xsmm_local_best': 197.091, 'xsmm_upstream_avg': 225.05856250000002, 'xsmm_upstream_best': 224.766}
{'a_cols': 128, 'a_nonzero': 6553, 'a_rows': 1024, 'a_size': 131072, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04999542236328125, 'mat_file': 'synth_mats/vary_row/q_64/r_1024_c_128_p_0.05_uniq_64.txt', 'speedup_avg': 1.11916201142097, 'speedup_best': 1.1194107064867, 'xsmm_local_avg': 385.16137499999996, 'xsmm_local_best': 384.664, 'xsmm_upstream_avg': 431.0579791666665, 'xsmm_upstream_best': 430.597}
{'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 8, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'synth_mats/vary_unique/r_128_c_128_p_0.05_uniq_8.txt', 'speedup_avg': 1.2326078033974015, 'speedup_best': 1.2324691622539867, 'xsmm_local_avg': 65.47895833333335, 'xsmm_local_best': 65.342, 'xsmm_upstream_avg': 80.709875, 'xsmm_upstream_best': 80.532}
{'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'synth_mats/vary_unique/r_128_c_128_p_0.05_uniq_16.txt', 'speedup_avg': 1.2356259342882459, 'speedup_best': 1.231820144328625, 'xsmm_local_avg': 65.04227083333336, 'xsmm_local_best': 64.852, 'xsmm_upstream_avg': 80.36791666666666, 'xsmm_upstream_best': 79.886}
{'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 24, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'synth_mats/vary_unique/r_128_c_128_p_0.05_uniq_24.txt', 'speedup_avg': 1.2471432826657576, 'speedup_best': 1.2430022061239498, 'xsmm_local_avg': 64.06683333333334, 'xsmm_local_best': 63.913, 'xsmm_upstream_avg': 79.90052083333332, 'xsmm_upstream_best': 79.444}
{'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 31, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'synth_mats/vary_unique/r_128_c_128_p_0.05_uniq_31.txt', 'speedup_avg': 1.2108344360490153, 'speedup_best': 1.2108281889122003, 'xsmm_local_avg': 66.51822916666666, 'xsmm_local_best': 66.253, 'xsmm_upstream_avg': 80.54256249999999, 'xsmm_upstream_best': 80.221}
{'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 40, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'synth_mats/vary_unique/r_128_c_128_p_0.05_uniq_40.txt', 'speedup_avg': 1.14684248736218, 'speedup_best': 1.148188000344323, 'xsmm_local_avg': 69.99081250000002, 'xsmm_local_best': 69.702, 'xsmm_upstream_avg': 80.26843749999999, 'xsmm_upstream_best': 80.031}
{'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 48, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'synth_mats/vary_unique/r_128_c_128_p_0.05_uniq_48.txt', 'speedup_avg': 1.1822666407452826, 'speedup_best': 1.1818840579710144, 'xsmm_local_avg': 67.83331249999999, 'xsmm_local_best': 67.62, 'xsmm_upstream_avg': 80.19706249999999, 'xsmm_upstream_best': 79.919}
{'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 56, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'synth_mats/vary_unique/r_128_c_128_p_0.05_uniq_56.txt', 'speedup_avg': 1.2387973429685195, 'speedup_best': 1.2398834072374336, 'xsmm_local_avg': 64.76839583333333, 'xsmm_local_best': 64.498, 'xsmm_upstream_avg': 80.23491666666666, 'xsmm_upstream_best': 79.97}
